Feature	Gain	Cover	Frequency
ctarjeta_debito_trx	0.00438125934719651	0.0103147177193748	0.0133703589427132
ccuenta_debitos_automaticos	0.00354583982466624	0.0107532508423426	0.00833076211045974
Master_msaldopesos	0.00352655155237566	0.00434495686149766	0.00442250334258974
Master_msaldototal	0.00348624367883812	0.00351119909394677	0.00483389900236553
ccallcenter_trx	0.00340941051617616	0.00650604032114949	0.00185128046899105
Master_mpagominimo	0.00334592404036001	0.00536728179781229	0.00442250334258974
Visa_mconsumosdolares	0.00285715494222899	0.00315236753352423	0.00555384140697316
mdescubierto_preacordado	0.00275744585582708	0.00722692590440912	0.00236552504371079
tcallcenter	0.00274001114671747	0.00329032636006632	0.00154273372415921
ccaja_ahorro	0.00269966152379596	0.009841875742254	0.00339401419315026
Master_mconsumospesos	0.00236921211968941	0.00438287264767832	0.00483389900236553
matm	0.00227810165074861	0.00680373109547736	0.00791936645068395
ctarjeta_debito	0.00208789483071279	0.0033684091031882	0.0037025609379821
Master_fultimo_cierre	0.00201237534196149	0.00180505953916663	0.00318831636326237
mplazo_fijo_dolares	0.00200665394296176	0.0138847356053059	0.00236552504371079
ctarjeta_master	0.00198014654021986	0.000520688208701438	0.00102848914943947
cmobile_app_trx	0.00188775760216784	0.00215675817650514	0.00267407178854263
catm_trx	0.00185615254716023	0.00547361799868188	0.00442250334258974
ccajas_consultas	0.00185202565421668	0.00982563695991378	0.00185128046899105
cpagomiscuentas	0.00161551519814223	0.00624819779868888	0.00627378381158079
Master_cconsumos	0.00146462401200822	0.00390251327786044	0.00462820117247763
Visa_Finiciomora	0.00138949035223808	0.00639050214362045	0.00133703589427132
Master_mconsumototal	0.0013511323793247	0.00196628889491899	0.00246837395865474
ccaja_seguridad	0.00131637199324345	0.00628943722349805	0.00143988480921526
Visa_mpagosdolares	0.0012899806546886	0.0038391516738694	0.00277692070348658
Visa_fultimo_cierre	0.00109741908796947	0.0012177923228703	0.00205697829887895
tpaquete9	0.0010182245165161	0.00641021127009941	0.00154273372415921
Visa_status	0.000959282877067336	0.00566731986030398	0.00102848914943947
cseguro_accidentes_personales	0.00094360807303991	0.00697571548277344	0.00164558263910316
cinversion1	0.00091413222830618	0.0078171778190172	0.00102848914943947
ctarjeta_master_trx	0.000848422351475444	0.0020268529765941	0.00154273372415921
ccajas_trx	0.000845410230750451	0.00271374335196392	0.00102848914943947
tpaquete7	0.000844094013939816	0.00612550140402232	0.000925640234495526
Master_mpagado	0.000690419962025997	0.00695670953098147	0.00164558263910316
mtarjeta_master_consumo	0.000678463455658084	0.00304839885606125	0.00205697829887895
ctarjeta_master_debitos_automaticos	0.000606745780614919	0.00367960690207943	0.00113133806438342
cplazo_fijo	0.000535469408343223	0.00289311866168961	0.000822791319551579
Visa_msaldodolares	0.000534676533534465	0.00215875134792011	0.00102848914943947
Visa_delinquency	0.000531560331255835	0.000872715668735316	0.000925640234495526
tmobile_app	0.000502540413829966	0.00608177810316048	0.000925640234495526
active_quarter	0.000478936867572945	0.000265891090280952	0.000719942404607631
ctarjeta_visa	0.000471766077606651	0.000218641798362686	0.000617093489663684
mtarjeta_visa_descuentos	0.000447804813438579	0.00525768772285326	0.00205697829887895
internet	0.000406476199468722	0.00252159960403677	0.000617093489663684
mcheques_emitidos	0.000397800351686709	0.00160342546237024	0.000205697829887895
cseguro_vivienda	0.000388164477169761	0.000818070395576738	0.000617093489663684
ccajas_extracciones	0.000370719740172361	0.00219435525761184	0.000514244574719737
ccheques_emitidos	0.000309419082708003	0.00153705386601396	0.000205697829887895
catm_trx_other	0.000252462457971174	0.000918310729555373	0.000925640234495526
Master_mconsumosdolares	0.000219935375431739	0.000722610637707606	0.000822791319551579
tpaquete1	0.000214263042221778	0.0039112245498822	0.000514244574719737
minversion2	0.000207502973055424	0.0038767436961654	0.000514244574719737
Master_mpagosdolares	0.000198478074856595	0.000534685937902492	0.00102848914943947
mttarjeta_master_debitos_automaticos	0.000178643121208123	0.00273687729328536	0.000719942404607631
Master_msaldodolares	0.000178518028234801	6.81017096149577e-05	0.000205697829887895
mforex_sell	0.00015197930525318	0.000751359858903699	0.000411395659775789
Visa_madelantodolares	0.000139064208577195	0.000328625401745452	0.000514244574719737
Visa_cadelantosefectivo	0.000108530306169797	5.14177519333257e-05	0.000205697829887895
matm_other	9.06700250874748e-05	0.000871633083245968	0.00113133806438342
mcheques_depositados	8.4998820183037e-05	0.00173404901340038	0.000308546744831842
mcaja_ahorro_adicional	8.39269332049842e-05	0.00101490871983153	0.000205697829887895
cseguro_auto	8.11896327154366e-05	0.00241025012176557	0.000308546744831842
ctarjeta_visa_descuentos	6.85423514632528e-05	0.000591349676529526	0.000411395659775789
ccheques_depositados	6.09040349118634e-05	0.00153726127725257	0.000205697829887895
ccajeros_propios_descuentos	5.85972234583289e-05	0.00158430315793223	0.000205697829887895
Master_madelantopesos	4.92460061179818e-05	0.000183963651028669	0.000617093489663684
ccajas_depositos	2.71684786708301e-05	0.000641669666541411	0.000102848914943947
Master_delinquency	2.52467509869191e-05	0.000127795675850027	0.000102848914943947
mcajeros_propios_descuentos	1.44652908391205e-05	0.000304434168988155	0.000205697829887895
cseguro_vida	1.00108247218116e-05	0.000192158924359246	0.000102848914943947
Visa_madelantopesos	1.20258814932259e-08	0.000218353446152906	0.000411395659775789
Master_cadelantosefectivo	2.98899239188934e-11	4.71582333257047e-05	0.000205697829887895
cforex_sell	1.07972848721181e-12	0.000117025467874225	0.000205697829887895
Master_madelantodolares	1.0870575493449e-13	2.17275919474256e-05	0.000102848914943947
