Feature	Gain	Cover	Frequency
ctrx_quarter	0.085040792558133	0.0205335456819712	0.0290033940141932
mpayroll	0.0502967153485169	0.0299551759019303	0.0106962871541705
mtarjeta_visa_consumo	0.0461734583213837	0.0141703257044444	0.0196441427542939
mcaja_ahorro	0.0388437721543714	0.0189440218313987	0.0300318831636326
ctarjeta_visa_trx	0.0369854510718051	0.0221620729630243	0.0190270492646303
mpasivos_margen	0.0352009797813406	0.0188734665985953	0.0260207754808187
mcuentas_saldo	0.033067165835581	0.023829406380941	0.0291062429291371
mactivos_margen	0.0317000283193197	0.0189895865393546	0.0210840275635092
cpayroll_trx	0.0306864576840102	0.0148650319423425	0.00380540985292605
Visa_mconsumospesos	0.0281710456232615	0.0110489332688234	0.0222153656278926
Visa_msaldopesos	0.026884051931119	0.021735372398279	0.0266378689704824
mcuenta_corriente	0.0236810467873726	0.012421960256769	0.0165586753059755
mautoservicio	0.0184091436214197	0.0189639586043591	0.0178957112002468
mrentabilidad_annual	0.0183464904632244	0.0176871147842124	0.0209811786485653
Visa_fechaalta	0.0179862846272621	0.0149782633021933	0.0271521135452021
cliente_edad	0.0178666956114819	0.0209969175654656	0.0259179265658747
mprestamos_personales	0.0175818178430108	0.0174602928889512	0.00668517947135658
Master_Fvencimiento	0.0174725421979099	0.0201764644700501	0.0245808906716034
Master_fechaalta	0.0168464596844966	0.0194557964156505	0.0265350200555384
Visa_msaldototal	0.0162337381394407	0.00952152149599959	0.0152216394117042
mrentabilidad	0.0145588435935284	0.014271420977431	0.0188213514347424
Visa_mpagominimo	0.0138168083595058	0.0118174273195608	0.0164558263910316
cliente_antiguedad	0.0136096533071739	0.0132854688900342	0.0223182145428366
numero_de_cliente	0.0133852896216408	0.01393195454436	0.0232438547773321
Master_mfinanciacion_limite	0.0131556523357157	0.0135056789197132	0.0219068188830608
mcomisiones	0.0129969350183463	0.0129675934610218	0.0202612362439576
chomebanking_trx	0.0127673508195137	0.0120301553682177	0.0173814666255271
cextraccion_autoservicio	0.0122894580795913	0.00409771254744912	0.00668517947135658
Visa_mpagospesos	0.0122664562287454	0.00987510201091772	0.0189242003496863
Visa_Fvencimiento	0.0121963207864817	0.0131099231000068	0.0220096677980047
Visa_mfinanciacion_limite	0.0115993890305005	0.0160922589471644	0.019438444924406
mtransferencias_emitidas	0.0114139483299258	0.0108545029384608	0.0123418697932737
cprestamos_personales	0.011378706460891	0.00347650577018066	0.00215982721382289
mcomisiones_otras	0.0109512302940909	0.0105153805045172	0.0169700709657513
mtransferencias_recibidas	0.0100430704415934	0.0095195940891237	0.0151187904967603
ccomisiones_otras	0.00890853034803556	0.0131672394252139	0.0120333230484418
mpagomiscuentas	0.00780749053408757	0.0135276948638704	0.0138846035174329
Visa_mlimitecompra	0.00772265606393114	0.011159372165169	0.013576056772601
mcaja_ahorro_dolares	0.00770987873641688	0.0170399563080638	0.0128561143679934
Master_status	0.00770866928972006	0.00792078732092063	0.001954129383935
mcomisiones_mantenimiento	0.00769491230432359	0.0146060967167712	0.00894785560012342
Master_mlimitecompra	0.00758334117624936	0.0102073343446908	0.0129589632829374
ccomisiones_mantenimiento	0.007445693036816	0.0154359743765168	0.00658233055641263
ctransferencias_recibidas	0.00659184774456645	0.0114177256275101	0.00833076211045974
Visa_mconsumototal	0.00635047268756442	0.00797231636668931	0.01172477630361
cproductos	0.00617149838536734	0.00795577911451792	0.00884500668517947
mextraccion_autoservicio	0.0061589294425054	0.010231459812909	0.00946210017484315
mtarjeta_visa_debitos_automaticos	0.00600894395569247	0.00726204416827385	0.00987349583461894
Visa_cconsumos	0.00592335007527854	0.00743800478077846	0.0104905893242826
ctarjeta_visa_debitos_automaticos	0.0053280647058621	0.00724630620819272	0.00946210017484315
thomebanking	0.00532377630770658	0.00477298789345659	0.00349686310809421
ctransferencias_emitidas	0.00488154326331516	0.0150601755650135	0.00781651753574
mcuenta_debitos_automaticos	0.00473482280025963	0.00820239107722922	0.0104905893242826
Master_mpagospesos	0.00470357292387445	0.0161750312078032	0.009770646919675
Visa_mpagado	0.00450590646260418	0.0113547535519428	0.00802221536562789
