Feature	Gain	Cover	Frequency
cproductos	0.00998206925816622	0.00755564435452167	0.00888752681581367
mcaja_ahorro_dolares	0.00986101016259214	0.017300787886815	0.0183879865154766
Visa_mpagospesos	0.00984516308396066	0.0102140866228792	0.0149147001736643
mautoservicio	0.00978490811429328	0.0145898846938456	0.0165491878639289
Master_mlimitecompra	0.00977921035357316	0.0108609200295825	0.0161405659413628
mtransferencias_emitidas	0.00887066475847497	0.01150710546522	0.0156297885381551
ccomisiones_mantenimiento	0.00842140772966417	0.0162931582550468	0.00776381652875677
Visa_cconsumos	0.00821142533092338	0.00883440783341422	0.0141996118091736
Visa_mlimitecompra	0.00649525290107765	0.00858813431130403	0.011237102870569
mtarjeta_visa_debitos_automaticos	0.00575992231455262	0.00908485606987217	0.00970477066094596
Visa_mconsumototal	0.00574790997541543	0.0057048164050406	0.00898968229645521
ctransferencias_recibidas	0.00537200122527335	0.0133776792200047	0.00878537133517213
cprestamos_personales	0.00515697581393749	0.00460581790664677	0.00316681989988763
mpagomiscuentas	0.00466271680284466	0.00787896707733704	0.00837674941260599
ctransferencias_emitidas	0.00460329507918939	0.0124597366978972	0.00694657268362448
thomebanking	0.00448676905503453	0.00437263241079747	0.00357544182245378
Master_status	0.0044707645590046	0.0119379171898023	0.00194095413218919
Visa_mpagado	0.00415562229440901	0.0112037659722209	0.00776381652875677
mextraccion_autoservicio	0.00411355818445484	0.00696931462779694	0.00909183777709674
mcuenta_debitos_automaticos	0.00404998036119797	0.00631805918954519	0.00837674941260599
Master_mpagospesos	0.00385303540931851	0.0164004345640212	0.00827459393196445
tcallcenter	0.00383820519508959	0.00340578043908013	0.00163448769026458
Master_msaldopesos	0.00366779953384485	0.00395705047943404	0.00408621922566146
ccuenta_debitos_automaticos	0.00351489472486753	0.0104491022660137	0.00653795076105833
Master_msaldototal	0.00348403431765826	0.00395597712278301	0.00551639595464297
Master_mpagominimo	0.00347762613175001	0.00510941013705028	0.00490346307079375
ctarjeta_debito_trx	0.00321363497113892	0.0071068427767606	0.0130759015221167
Visa_mconsumosdolares	0.00292657475699578	0.0037362654680277	0.00531208499335989
ctarjeta_visa_debitos_automaticos	0.00281848105731812	0.00634197970919662	0.00725303912554909
mdescubierto_preacordado	0.00278766984435585	0.00707430077949287	0.00194095413218919
Visa_fultimo_cierre	0.00252292777348702	0.00332452189961908	0.0056185514352845
ctarjeta_debito	0.00240370375224181	0.00306858322130565	0.00367759730309531
mplazo_fijo_dolares	0.00239815336594606	0.0150328001222301	0.00275819797732148
ccaja_ahorro	0.00215637281561355	0.00844434903716273	0.0022474205741138
Master_fultimo_cierre	0.00210594896729741	0.00263591661771806	0.00306466441924609
cmobile_app_trx	0.00210559451416285	0.00182009136777843	0.00286035345796302
cpagomiscuentas	0.00207781817401403	0.00651126338672979	0.00490346307079375
ccallcenter_trx	0.0020385534476722	0.00612757053522425	0.00204310961283073
Master_mconsumototal	0.00193582368692872	0.0040286290236598	0.00408621922566146
ccajas_consultas	0.00180655697658025	0.00728301176516118	0.00163448769026458
Master_mconsumospesos	0.00151956939908387	0.00225468704553146	0.00357544182245378
Master_cconsumos	0.00139953841789767	0.00389015612298948	0.00357544182245378
Visa_mpagosdolares	0.00138609273762161	0.00503920667646039	0.00480130759015221
cextraccion_autoservicio	0.00131881604361687	0.00483176195485966	0.00357544182245378
ctarjeta_master	0.00131795460672976	0.000608637738227614	0.00102155480641536
Visa_status	0.00131763962700128	0.00397368998069694	0.00102155480641536
cseguro_accidentes_personales	0.00115933261572043	0.010144837806684	0.00194095413218919
matm	0.0011546003094856	0.00215294074916466	0.00275819797732148
Visa_Finiciomora	0.00109625239183959	0.00646267050313682	0.00122586576769844
Visa_msaldodolares	0.000902079583183434	0.0016823604187102	0.00173664317090612
ccajas_trx	0.000858753898879747	0.00357888764053608	0.00122586576769844
tpaquete7	0.000834755063465212	0.00783164045781164	0.0011237102870569
active_quarter	0.000825673915342281	0.000322061405091819	0.000715088364490755
tpaquete9	0.000816231428107627	0.00609564683095826	0.00122586576769844
mtarjeta_visa_descuentos	0.000814956723404291	0.00802535412842968	0.00286035345796302
cinversion1	0.00074196357731098	0.00612816409650592	0.000817243845132291
ccaja_seguridad	0.000737931307924965	0.00466019801273605	0.00102155480641536
Visa_delinquency	0.000641501312552528	0.00183489577541216	0.00102155480641536
ctarjeta_master_trx	0.000621944134937621	0.00156882698455817	0.00122586576769844
catm_trx	0.000607558122087087	0.00341792865997838	0.00194095413218919
tmobile_app	0.000582346375982021	0.00654240556864158	0.000919399325773828
catm_trx_other	0.000566100679977043	0.0017817324699503	0.00153233220962305
mtarjeta_master_consumo	0.000566059631410178	0.00134905597367469	0.00132802124833997
Master_mpagado	0.00053233351301166	0.00685154217682496	0.00143017672898151
ctarjeta_visa	0.000458472159040243	0.000517041339777424	0.000408621922566146
mttarjeta_master_debitos_automaticos	0.000432572841935436	0.00244256403021304	0.0011237102870569
mcheques_emitidos	0.00039809726971746	0.00157677575938858	0.000204310961283073
cplazo_fijo	0.000354033177930877	0.00269612846339978	0.000715088364490755
matm_other	0.000285255822590585	0.000869854165603924	0.00143017672898151
ctarjeta_master_debitos_automaticos	0.00024538556892339	0.00352931043448434	0.000715088364490755
internet	0.000241860129274756	0.000841353331395587	0.000306466441924609
tpaquete1	0.000226550618055928	0.0045829460119263	0.000612932883849219
ccajas_extracciones	0.00022359575157073	0.00192580957838843	0.000408621922566146
minversion2	0.000189518239657872	0.00263394797280051	0.000408621922566146
Master_mpagosdolares	0.000175767508329558	0.000445185800286879	0.000919399325773828
ctarjeta_visa_descuentos	0.000168941449855655	0.00106779696035388	0.000612932883849219
ccheques_emitidos	0.000161780720037226	0.000788387879694289	0.000102155480641536
Master_mconsumosdolares	0.000142679022373146	0.000258970787193981	0.000510777403207682
ccheques_depositados	0.000109418301436811	0.00217298828145317	0.000306466441924609
Master_madelantopesos	9.92959683839178e-05	0.000218113985638814	0.000612932883849219
cseguro_vida	8.79481432482578e-05	0.000967856079552169	0.000510777403207682
cforex_sell	8.00953099843463e-05	0.000298284329416797	0.000408621922566146
ccajeros_propios_descuentos	7.96706632548922e-05	0.00238732326026533	0.000408621922566146
mcheques_depositados	7.93710723009653e-05	0.0015138483708432	0.000204310961283073
minversion1_pesos	7.66733960701781e-05	0.000788387879694289	0.000102155480641536
cseguro_auto	6.47822444104112e-05	0.00153279781476061	0.000204310961283073
mcaja_ahorro_adicional	4.17646861224503e-05	0.000284241658761214	0.000102155480641536
ccajas_depositos	4.11417940883745e-05	0.000585434438458209	0.000102155480641536
Master_msaldodolares	2.58254923541057e-05	1.75150041533709e-05	0.000102155480641536
mforex_sell	9.90680735583931e-06	0.000550938635304973	0.000612932883849219
mcajeros_propios_descuentos	5.12238896671542e-06	0.000175328109918211	0.000102155480641536
cseguro_vivienda	3.36776291684614e-06	4.33052418420678e-05	0.000102155480641536
Visa_madelantopesos	1.23640400252913e-08	7.70195226411008e-05	0.000204310961283073
Visa_madelantodolares	6.34252833524614e-10	0.000214428959348427	0.000408621922566146
Visa_cadelantosefectivo	1.64369650328738e-10	7.4071501608791e-05	0.000102155480641536
cforex	3.12211628357468e-12	0.000284197141665088	0.000408621922566146
Master_cadelantosefectivo	2.66059367554624e-12	0.000204387881000124	0.000612932883849219
